qid,n_hits,n_relevant_qrel,n_relevant_in_hits,best_rank,found_in_top_k
236330,1000,1,1,28.0,True
236505,1000,0,0,,False
236538,1000,1,0,,False
236599,1000,1,1,91.0,True
236607,1000,1,0,,False
236770,1000,0,0,,False
236809,1000,1,1,167.0,True
236851,1000,0,0,,False
236865,1000,0,0,,False
236920,1000,0,0,,False
236985,1000,0,0,,False
237149,1000,0,0,,False
237224,1000,1,1,80.0,True
237269,1000,0,0,,False
237514,1000,0,0,,False
23763,1000,1,1,39.0,True
237756,1000,1,1,9.0,True
237996,1000,0,0,,False
23803,1000,1,1,46.0,True
238144,1000,1,1,26.0,True
238248,1000,0,0,,False
238276,1000,1,1,303.0,True
238281,1000,0,0,,False
238444,1000,1,1,159.0,True
238489,1000,1,1,4.0,True
238744,1000,0,0,,False
238834,1000,0,0,,False
238838,1000,0,0,,False
238892,1000,0,0,,False
238935,1000,0,0,,False
238940,1000,0,0,,False
239010,1000,1,1,100.0,True
239018,1000,0,0,,False
239031,1000,1,1,5.0,True
23909,1000,1,1,14.0,True
239119,1000,0,0,,False
239299,1000,0,0,,False
23930,1000,1,1,1.0,True
239388,1000,0,0,,False
239425,1000,1,1,47.0,True
239488,1000,1,1,18.0,True
239572,1000,1,1,350.0,True
239677,1000,1,1,114.0,True
239687,1000,1,1,131.0,True
239778,1000,0,0,,False
239827,1000,0,0,,False
239873,1000,0,0,,False
240231,1000,1,0,,False
240352,1000,1,0,,False
240430,1000,0,0,,False
240803,1000,0,0,,False
24087,1000,1,0,,False
240914,1000,0,0,,False
241047,1000,0,0,,False
241132,1000,1,1,127.0,True
241280,1000,1,0,,False
241321,1000,1,0,,False
241464,1000,0,0,,False
241655,1000,0,0,,False
241745,1000,0,0,,False
241765,1000,0,0,,False
241777,1000,0,0,,False
241894,1000,1,1,982.0,True
241975,1000,1,1,309.0,True
242041,1000,1,1,56.0,True
242126,1000,0,0,,False
242218,1000,1,1,751.0,True
242229,1000,1,1,1.0,True
242360,1000,1,0,,False
242364,1000,1,1,11.0,True
242483,1000,1,0,,False
242557,1000,0,0,,False
242585,1000,0,0,,False
242604,1000,1,0,,False
242625,1000,0,0,,False
242722,1000,1,1,91.0,True
242797,1000,1,0,,False
242941,1000,0,0,,False
242944,1000,1,0,,False
24309,1000,1,1,29.0,True
24311,1000,0,0,,False
243130,1000,1,1,655.0,True
243136,1000,0,0,,False
243143,1000,1,0,,False
243335,1000,1,0,,False
243360,1000,0,0,,False
243366,1000,1,1,264.0,True
243457,1000,1,1,14.0,True
243607,1000,1,1,34.0,True
243703,1000,1,1,5.0,True
243808,1000,0,0,,False
243813,1000,1,1,89.0,True
243823,1000,1,1,23.0,True
243858,1000,0,0,,False
243868,1000,0,0,,False
243912,1000,1,1,28.0,True
243918,1000,1,0,,False
243919,1000,1,0,,False
24395,1000,1,1,21.0,True
243958,1000,1,1,40.0,True
243983,1000,0,0,,False
243986,1000,0,0,,False
243988,1000,0,0,,False
24403,1000,2,2,90.0,True
244053,1000,1,0,,False
24422,1000,1,1,13.0,True
244259,1000,0,0,,False
244781,1000,1,1,765.0,True
244931,1000,1,1,11.0,True
244943,1000,0,0,,False
245233,1000,1,1,5.0,True
245309,1000,1,0,,False
24541,1000,0,0,,False
245685,1000,0,0,,False
245749,1000,0,0,,False
245918,1000,1,1,91.0,True
245982,1000,1,0,,False
245998,1000,1,0,,False
246090,1000,1,1,15.0,True
246129,1000,1,1,175.0,True
24619,1000,1,0,,False
246193,1000,1,1,51.0,True
246343,1000,1,1,157.0,True
246379,1000,1,1,6.0,True
246389,1000,1,0,,False
246483,1000,1,1,661.0,True
246539,1000,1,0,,False
246541,1000,0,0,,False
24684,1000,0,0,,False
246954,1000,1,0,,False
247067,1000,0,0,,False
247087,1000,0,0,,False
24715,1000,0,0,,False
247159,1000,2,1,555.0,True
247233,1000,0,0,,False
247267,1000,1,0,,False
247618,1000,1,1,813.0,True
247708,1000,1,1,494.0,True
247806,1000,1,1,42.0,True
248156,1000,1,1,12.0,True
248363,1000,1,0,,False
248463,1000,0,0,,False
248696,1000,0,0,,False
249007,1000,0,0,,False
249060,1000,0,0,,False
249180,1000,1,0,,False
249188,1000,1,0,,False
249213,1000,1,0,,False
249306,1000,1,1,618.0,True
249330,1000,1,1,1.0,True
249392,1000,1,0,,False
249402,1000,0,0,,False
249410,1000,1,0,,False
24942,1000,1,1,4.0,True
249429,1000,0,0,,False
24972,1000,0,0,,False
249835,1000,1,1,3.0,True
249953,1000,1,0,,False
250042,1000,1,1,435.0,True
25011,1000,0,0,,False
250207,1000,1,1,411.0,True
250350,1000,1,0,,False
250403,1000,1,0,,False
250550,1000,1,1,28.0,True
250552,1000,0,0,,False
250594,1000,1,0,,False
251142,1000,0,0,,False
251219,1000,1,0,,False
251438,1000,1,1,8.0,True
251444,1000,1,1,252.0,True
251483,1000,0,0,,False
251505,1000,0,0,,False
251547,1000,1,1,108.0,True
251603,1000,1,0,,False
251639,1000,1,1,2.0,True
251670,1000,1,0,,False
251845,1000,1,0,,False
251901,1000,0,0,,False
251924,1000,1,1,17.0,True
252006,1000,1,0,,False
252320,1000,1,1,102.0,True
252323,1000,1,1,272.0,True
252379,1000,1,0,,False
252409,1000,1,0,,False
252437,1000,1,0,,False
252495,1000,1,0,,False
252615,1000,1,0,,False
252828,1000,1,1,6.0,True
25283,1000,0,0,,False
252839,1000,0,0,,False
252969,1000,0,0,,False
253033,1000,1,1,41.0,True
253047,1000,0,0,,False
253241,1000,1,0,,False
253374,1000,1,1,997.0,True
253484,1000,1,0,,False
253504,1000,0,0,,False
253564,1000,0,0,,False
25397,1000,1,1,1.0,True
254195,1000,0,0,,False
254213,1000,1,0,,False
254654,1000,1,0,,False
254727,1000,0,0,,False
254750,1000,0,0,,False
254792,1000,1,1,242.0,True
254890,1000,0,0,,False
255222,1000,1,0,,False
25526,1000,1,0,,False
255489,1000,1,1,243.0,True
25553,1000,1,1,72.0,True
255886,1000,0,0,,False
25606,1000,0,0,,False
256125,1000,1,0,,False
25637,1000,1,1,16.0,True
256421,1000,1,1,71.0,True
256497,1000,1,0,,False
256562,1000,0,0,,False
256571,1000,1,0,,False
256574,1000,1,0,,False
256712,1000,1,1,159.0,True
256896,1000,0,0,,False
256943,1000,0,0,,False
256970,1000,0,0,,False
25704,1000,1,1,9.0,True
25705,1000,1,1,130.0,True
257148,1000,1,1,216.0,True
257207,1000,1,0,,False
25722,1000,1,1,28.0,True
257316,1000,1,0,,False
257378,1000,1,1,105.0,True
257433,1000,1,0,,False
257448,1000,1,0,,False
257561,1000,0,0,,False
257599,1000,1,1,13.0,True
25771,1000,1,0,,False
257754,1000,1,1,85.0,True
257917,1000,1,0,,False
258079,1000,0,0,,False
258204,1000,1,1,12.0,True
258213,1000,0,0,,False
258293,1000,1,1,343.0,True
258467,1000,0,0,,False
258572,1000,0,0,,False
258587,1000,1,1,7.0,True
258598,1000,1,0,,False
258619,1000,1,1,88.0,True
258858,1000,0,0,,False
258907,1000,1,1,3.0,True
25891,1000,1,1,7.0,True
259048,1000,1,0,,False
259161,1000,1,1,411.0,True
259273,1000,0,0,,False
259288,1000,1,0,,False
259330,1000,0,0,,False
259544,1000,1,0,,False
259675,1000,0,0,,False
259676,1000,1,0,,False
259739,1000,0,0,,False
259785,1000,0,0,,False
259867,1000,1,1,1.0,True
259888,1000,0,0,,False
259927,1000,0,0,,False
259972,1000,1,1,261.0,True
260077,1000,0,0,,False
260132,1000,0,0,,False
260486,1000,1,0,,False
260503,1000,1,0,,False
26053,1000,1,1,70.0,True
260619,1000,1,1,250.0,True
260635,1000,0,0,,False
260725,1000,0,0,,False
260731,1000,2,2,143.0,True
260823,1000,1,0,,False
260911,1000,1,1,618.0,True
260968,1000,1,1,614.0,True
261130,1000,1,1,316.0,True
261184,1000,1,1,9.0,True
261471,1000,1,1,18.0,True
261485,1000,0,0,,False
261601,1000,0,0,,False
261627,1000,1,1,35.0,True
261677,1000,1,1,1.0,True
261695,1000,0,0,,False
261782,1000,0,0,,False
261923,1000,1,0,,False
261979,1000,1,0,,False
26220,1000,1,1,176.0,True
262216,1000,1,0,,False
26223,1000,1,1,1.0,True
262401,1000,1,0,,False
262449,1000,1,0,,False
262451,1000,2,1,58.0,True
262482,1000,1,1,1.0,True
262837,1000,0,0,,False
262867,1000,1,1,135.0,True
262941,1000,1,1,550.0,True
263007,1000,1,0,,False
263273,1000,1,1,731.0,True
263313,1000,1,1,104.0,True
263341,1000,1,1,1.0,True
263747,1000,0,0,,False
263954,1000,0,0,,False
264252,1000,0,0,,False
264257,1000,1,1,15.0,True
264389,1000,1,0,,False
264529,1000,0,0,,False
264531,1000,1,0,,False
264577,1000,1,0,,False
264578,1000,1,1,117.0,True
264651,1000,0,0,,False
264774,1000,1,1,12.0,True
264775,1000,0,0,,False
264786,1000,0,0,,False
264923,1000,0,0,,False
264927,1000,1,1,71.0,True
265066,1000,1,1,1.0,True
265090,1000,1,1,1.0,True
26511,1000,1,1,806.0,True
265119,1000,0,0,,False
265139,1000,0,0,,False
265185,1000,1,1,2.0,True
265273,1000,1,0,,False
265405,1000,0,0,,False
26567,1000,0,0,,False
26592,1000,0,0,,False
265999,1000,1,1,2.0,True
266049,1000,0,0,,False
266108,1000,1,1,457.0,True
266293,1000,0,0,,False
266302,1000,0,0,,False
266612,1000,1,0,,False
266692,1000,0,0,,False
266763,1000,1,1,495.0,True
266919,1000,1,1,922.0,True
266975,1000,1,0,,False
267142,1000,1,1,1.0,True
267166,1000,1,1,26.0,True
267340,1000,1,1,6.0,True
267517,1000,1,0,,False
267612,1000,1,0,,False
267722,1000,1,1,1.0,True
267910,1000,1,1,26.0,True
267985,1000,1,1,47.0,True
268,1000,0,0,,False
26803,1000,1,1,17.0,True
268046,1000,0,0,,False
268057,1000,1,1,102.0,True
268074,1000,1,1,412.0,True
268083,1000,0,0,,False
268103,1000,1,1,29.0,True
26822,1000,1,1,35.0,True
268227,1000,0,0,,False
268255,1000,1,1,240.0,True
268256,1000,1,1,204.0,True
268257,1000,1,1,20.0,True
268369,1000,2,2,21.0,True
268410,1000,1,0,,False
268550,1000,1,1,28.0,True
26866,1000,1,1,41.0,True
268856,1000,1,1,63.0,True
268884,1000,1,1,120.0,True
268906,1000,0,0,,False
269112,1000,0,0,,False
269299,1000,1,0,,False
269399,1000,1,1,132.0,True
26945,1000,0,0,,False
269592,1000,0,0,,False
269851,1000,1,1,25.0,True
26998,1000,0,0,,False
270082,1000,1,1,249.0,True
2701,1000,1,1,3.0,True
270104,1000,1,1,36.0,True
270204,1000,1,0,,False
270234,1000,1,1,557.0,True
270263,1000,1,1,356.0,True
27057,1000,0,0,,False
270574,1000,2,2,5.0,True
270799,1000,1,0,,False
270862,1000,1,0,,False
270866,1000,1,0,,False
271104,1000,0,0,,False
271217,1000,0,0,,False
271315,1000,1,1,114.0,True
271370,1000,1,1,30.0,True
271473,1000,1,0,,False
271532,1000,1,0,,False
271582,1000,1,0,,False
271598,1000,1,1,14.0,True
271650,1000,1,1,109.0,True
271743,1000,1,1,383.0,True
2719,1000,1,1,3.0,True
27209,1000,0,0,,False
272278,1000,0,0,,False
272355,1000,0,0,,False
272426,1000,1,1,23.0,True
272453,1000,0,0,,False
272712,1000,0,0,,False
272754,1000,1,1,1.0,True
272831,1000,1,1,577.0,True
272896,1000,1,1,14.0,True
273255,1000,1,1,99.0,True
273439,1000,1,0,,False
273488,1000,1,0,,False
273751,1000,1,1,17.0,True
273783,1000,1,1,711.0,True
27381,1000,2,2,25.0,True
273924,1000,1,1,261.0,True
274005,1000,0,0,,False
274496,1000,0,0,,False
274655,1000,0,0,,False
274938,1000,2,2,38.0,True
275069,1000,1,1,9.0,True
275133,1000,0,0,,False
275168,1000,1,1,75.0,True
275183,1000,0,0,,False
275317,1000,1,0,,False
27590,1000,1,1,2.0,True
27601,1000,1,1,3.0,True
276032,1000,1,0,,False
276048,1000,0,0,,False
276168,1000,1,0,,False
276336,1000,1,0,,False
276344,1000,1,0,,False
276443,1000,1,0,,False
276480,1000,2,2,66.0,True
27658,1000,0,0,,False
276762,1000,0,0,,False
276771,1000,0,0,,False
276937,1000,1,1,1.0,True
277067,1000,1,1,9.0,True
277120,1000,1,1,48.0,True
277359,1000,2,2,4.0,True
277597,1000,1,1,1.0,True
277664,1000,0,0,,False
277804,1000,0,0,,False
277882,1000,1,1,157.0,True
277964,1000,1,1,4.0,True
278257,1000,1,1,13.0,True
278352,1000,1,1,17.0,True
278421,1000,1,0,,False
278423,1000,1,1,173.0,True
278549,1000,1,1,1.0,True
278612,1000,1,1,5.0,True
278708,1000,1,1,6.0,True
278751,1000,0,0,,False
278929,1000,0,0,,False
278962,1000,1,1,375.0,True
278970,1000,1,0,,False
278997,1000,0,0,,False
279131,1000,1,1,2.0,True
279132,1000,0,0,,False
279168,1000,1,1,240.0,True
279170,1000,1,1,1.0,True
279173,1000,1,1,76.0,True
279297,1000,0,0,,False
279601,1000,0,0,,False
279629,1000,0,0,,False
279678,1000,1,1,23.0,True
279736,1000,1,1,494.0,True
279838,1000,0,0,,False
279860,1000,1,1,29.0,True
280126,1000,0,0,,False
280295,1000,0,0,,False
28042,1000,1,0,,False
280455,1000,1,1,73.0,True
28062,1000,0,0,,False
280641,1000,1,1,284.0,True
280652,1000,1,0,,False
2807,1000,1,1,6.0,True
280741,1000,0,0,,False
28077,1000,1,0,,False
280803,1000,1,1,952.0,True
28090,1000,1,1,7.0,True
281053,1000,0,0,,False
281065,1000,0,0,,False
281084,1000,1,0,,False
281176,1000,0,0,,False
28132,1000,1,0,,False
281347,1000,1,1,496.0,True
281376,1000,1,1,4.0,True
28138,1000,1,1,73.0,True
281440,1000,0,0,,False
281467,1000,1,0,,False
281483,1000,0,0,,False
281505,1000,1,1,1.0,True
281620,1000,0,0,,False
281649,1000,1,1,52.0,True
281671,1000,1,1,1.0,True
28169,1000,1,1,21.0,True
281691,1000,0,0,,False
281708,1000,0,0,,False
281790,1000,1,1,1.0,True
28184,1000,1,1,31.0,True
281928,1000,1,1,28.0,True
282279,1000,1,1,2.0,True
28235,1000,0,0,,False
282389,1000,0,0,,False
282434,1000,0,0,,False
282538,1000,0,0,,False
282695,1000,0,0,,False
282719,1000,0,0,,False
282787,1000,1,0,,False
282843,1000,1,1,272.0,True
283042,1000,0,0,,False
283216,1000,0,0,,False
28327,1000,1,1,11.0,True
283282,1000,1,1,8.0,True
28345,1000,1,0,,False
283501,1000,1,1,29.0,True
284076,1000,0,0,,False
28408,1000,1,1,935.0,True
284375,1000,0,0,,False
284559,1000,1,1,288.0,True
284577,1000,0,0,,False
284585,1000,1,1,274.0,True
284695,1000,1,1,27.0,True
284736,1000,0,0,,False
284945,1000,0,0,,False
2851,1000,0,0,,False
285218,1000,1,1,88.0,True
285275,1000,1,1,145.0,True
285549,1000,1,1,27.0,True
285585,1000,1,1,15.0,True
285657,1000,0,0,,False
28568,1000,1,0,,False
285810,1000,0,0,,False
285994,1000,1,1,172.0,True
286317,1000,0,0,,False
286379,1000,1,1,26.0,True
286448,1000,1,0,,False
286458,1000,1,1,5.0,True
286547,1000,1,1,6.0,True
286694,1000,1,1,280.0,True
286728,1000,1,1,211.0,True
286984,1000,0,0,,False
286985,1000,0,0,,False
287005,1000,1,1,21.0,True
287290,1000,1,0,,False
287310,1000,1,1,205.0,True
287497,1000,1,1,183.0,True
287515,1000,1,1,66.0,True
287621,1000,0,0,,False
287775,1000,1,1,62.0,True
287850,1000,1,1,56.0,True
287900,1000,0,0,,False
287975,1000,0,0,,False
288096,1000,1,1,5.0,True
288185,1000,1,0,,False
288220,1000,0,0,,False
288225,1000,1,0,,False
288304,1000,0,0,,False
288652,1000,1,1,29.0,True
288706,1000,0,0,,False
288770,1000,1,0,,False
288833,1000,0,0,,False
288867,1000,0,0,,False
288929,1000,1,1,1.0,True
288997,1000,1,1,159.0,True
289031,1000,1,1,30.0,True
289100,1000,0,0,,False
289181,1000,0,0,,False
289396,1000,1,0,,False
289425,1000,1,1,46.0,True
289485,1000,1,0,,False
289501,1000,1,1,72.0,True
289525,1000,1,0,,False
28965,1000,0,0,,False
289656,1000,1,0,,False
289904,1000,1,0,,False
290101,1000,2,2,117.0,True
290339,1000,0,0,,False
290525,1000,1,1,525.0,True
290546,1000,1,1,626.0,True
290587,1000,0,0,,False
290588,1000,1,0,,False
290596,1000,1,1,32.0,True
290736,1000,1,1,1.0,True
290821,1000,1,1,81.0,True
290877,1000,1,1,623.0,True
290878,1000,1,1,318.0,True
29095,1000,0,0,,False
291227,1000,0,0,,False
291234,1000,0,0,,False
291508,1000,0,0,,False
29151,1000,0,0,,False
291605,1000,0,0,,False
291889,1000,1,1,13.0,True
291897,1000,1,0,,False
291934,1000,1,0,,False
291937,1000,2,0,,False
291950,1000,1,1,1.0,True
291990,1000,0,0,,False
292155,1000,0,0,,False
292157,1000,1,0,,False
292347,1000,0,0,,False
292475,1000,0,0,,False
292708,1000,0,0,,False
29278,1000,2,0,,False
292795,1000,1,0,,False
292840,1000,1,1,142.0,True
2929,1000,1,1,90.0,True
293008,1000,0,0,,False
293043,1000,0,0,,False
293056,1000,0,0,,False
293067,1000,1,1,2.0,True
293116,1000,0,0,,False
293160,1000,0,0,,False
293360,1000,1,1,338.0,True
293483,1000,0,0,,False
293509,1000,1,1,554.0,True
293574,1000,1,1,94.0,True
293621,1000,1,0,,False
293681,1000,1,0,,False
294922,1000,0,0,,False
29497,1000,1,1,57.0,True
295094,1000,0,0,,False
295107,1000,1,1,6.0,True
295207,1000,1,1,459.0,True
295316,1000,0,0,,False
295354,1000,0,0,,False
295656,1000,1,0,,False
295691,1000,0,0,,False
295696,1000,0,0,,False
29575,1000,1,1,2.0,True
29582,1000,1,1,1.0,True
295824,1000,2,2,2.0,True
295886,1000,1,1,1.0,True
296032,1000,1,1,887.0,True
296049,1000,0,0,,False
296211,1000,1,1,353.0,True
296396,1000,1,1,5.0,True
296819,1000,1,1,168.0,True
296822,1000,0,0,,False
296908,1000,0,0,,False
29691,1000,1,1,1.0,True
297016,1000,0,0,,False
297291,1000,1,1,109.0,True
297302,1000,0,0,,False
297319,1000,1,1,317.0,True
297448,1000,1,1,3.0,True
297474,1000,0,0,,False
29754,1000,1,1,3.0,True
297663,1000,1,1,76.0,True
297699,1000,1,1,1.0,True
2978,1000,0,0,,False
297976,1000,1,1,154.0,True
29826,1000,1,0,,False
298294,1000,0,0,,False
298484,1000,1,1,4.0,True
298614,1000,1,1,4.0,True
298673,1000,0,0,,False
298743,1000,0,0,,False
298830,1000,0,0,,False
298866,1000,0,0,,False
298874,1000,0,0,,False
298917,1000,0,0,,False
298960,1000,0,0,,False
299020,1000,0,0,,False
299068,1000,0,0,,False
299168,1000,1,0,,False
2992,1000,1,1,6.0,True
29922,1000,0,0,,False
299280,1000,0,0,,False
29933,1000,1,1,2.0,True
299375,1000,0,0,,False
299928,1000,0,0,,False
299947,1000,1,0,,False
300021,1000,0,0,,False
300138,1000,1,0,,False
300186,1000,0,0,,False
30029,1000,0,0,,False
300394,1000,1,1,4.0,True
300409,1000,0,0,,False
300432,1000,1,1,60.0,True
300542,1000,0,0,,False
300679,1000,1,0,,False
300744,1000,1,0,,False
300752,1000,0,0,,False
300759,1000,1,1,399.0,True
300804,1000,0,0,,False
300852,1000,1,1,18.0,True
300911,1000,1,1,4.0,True
300930,1000,1,0,,False
301068,1000,0,0,,False
301111,1000,1,0,,False
30117,1000,1,1,90.0,True
301267,1000,1,1,9.0,True
301387,1000,1,1,9.0,True
301405,1000,1,1,274.0,True
301755,1000,0,0,,False
30176,1000,0,0,,False
301792,1000,1,1,13.0,True
301815,1000,0,0,,False
302010,1000,1,1,38.0,True
302181,1000,0,0,,False
302225,1000,1,0,,False
302581,1000,1,1,61.0,True
302629,1000,2,2,26.0,True
302630,1000,1,0,,False
302748,1000,1,1,386.0,True
302943,1000,1,0,,False
30299,1000,1,1,2.0,True
303125,1000,1,1,2.0,True
303138,1000,0,0,,False
303205,1000,1,1,43.0,True
30350,1000,1,1,1.0,True
303510,1000,1,1,126.0,True
303594,1000,0,0,,False
303855,1000,1,0,,False
304095,1000,2,0,,False
304281,1000,1,1,4.0,True
304300,1000,0,0,,False
304302,1000,1,0,,False
304351,1000,1,1,228.0,True
304400,1000,1,0,,False
304529,1000,1,1,37.0,True
304587,1000,1,0,,False
304823,1000,0,0,,False
304904,1000,1,1,59.0,True
30497,1000,0,0,,False
305120,1000,1,0,,False
305210,1000,1,0,,False
30538,1000,1,1,33.0,True
305636,1000,1,0,,False
305681,1000,0,0,,False
305795,1000,1,1,370.0,True
30587,1000,1,1,19.0,True
30593,1000,1,1,96.0,True
30595,1000,1,1,7.0,True
305990,1000,1,1,30.0,True
305995,1000,1,0,,False
306122,1000,0,0,,False
306441,1000,0,0,,False
306497,1000,0,0,,False
306897,1000,0,0,,False
306911,1000,1,1,514.0,True
306948,1000,0,0,,False
306951,1000,1,1,11.0,True
306992,1000,1,1,19.0,True
307121,1000,2,0,,False
307170,1000,0,0,,False
307171,1000,1,0,,False
307175,1000,1,1,38.0,True
307375,1000,1,1,3.0,True
307506,1000,0,0,,False
307626,1000,0,0,,False
30768,1000,1,1,24.0,True
307684,1000,1,1,8.0,True
307782,1000,0,0,,False
307927,1000,1,1,206.0,True
307953,1000,1,1,128.0,True
308038,1000,1,0,,False
30806,1000,0,0,,False
308182,1000,0,0,,False
308416,1000,0,0,,False
30844,1000,1,1,270.0,True
308478,1000,1,0,,False
308708,1000,0,0,,False
308720,1000,0,0,,False
308758,1000,1,1,18.0,True
308778,1000,0,0,,False
30920,1000,0,0,,False
309244,1000,1,0,,False
309348,1000,1,1,41.0,True
30939,1000,0,0,,False
309400,1000,0,0,,False
30952,1000,1,0,,False
309558,1000,1,1,512.0,True
309608,1000,0,0,,False
309701,1000,1,0,,False
309808,1000,1,0,,False
309859,1000,1,1,43.0,True
309919,1000,0,0,,False
309927,1000,1,1,856.0,True
310077,1000,0,0,,False
310090,1000,1,1,1.0,True
310132,1000,1,1,16.0,True
310151,1000,0,0,,False
310168,1000,1,1,593.0,True
310182,1000,0,0,,False
310205,1000,2,0,,False
310268,1000,1,0,,False
310328,1000,1,1,892.0,True
310351,1000,1,1,822.0,True
310394,1000,1,1,307.0,True
310417,1000,1,1,325.0,True
310469,1000,0,0,,False
310487,1000,0,0,,False
310585,1000,0,0,,False
310659,1000,1,0,,False
310716,1000,1,1,526.0,True
310829,1000,1,0,,False
310910,1000,1,0,,False
3110,1000,0,0,,False
311231,1000,0,0,,False
311411,1000,0,0,,False
311454,1000,0,0,,False
311552,1000,1,1,6.0,True
311597,1000,0,0,,False
311667,1000,0,0,,False
311679,1000,1,0,,False
311807,1000,0,0,,False
311919,1000,0,0,,False
311944,1000,0,0,,False
311990,1000,1,1,420.0,True
312296,1000,0,0,,False
312557,1000,1,0,,False
312822,1000,1,0,,False
312838,1000,0,0,,False
31296,1000,0,0,,False
31307,1000,1,1,1.0,True
313093,1000,1,1,955.0,True
313109,1000,0,0,,False
313328,1000,1,1,342.0,True
313540,1000,1,1,1.0,True
313918,1000,1,0,,False
314049,1000,1,0,,False
314252,1000,0,0,,False
314316,1000,1,1,12.0,True
314398,1000,1,1,4.0,True
314427,1000,1,1,558.0,True
314453,1000,0,0,,False
314464,1000,0,0,,False
31451,1000,0,0,,False
314536,1000,0,0,,False
314653,1000,0,0,,False
314700,1000,0,0,,False
314713,1000,1,1,776.0,True
314715,1000,3,2,72.0,True
314719,1000,1,0,,False
314908,1000,0,0,,False
315034,1000,1,0,,False
315159,1000,0,0,,False
315383,1000,1,1,410.0,True
315485,1000,1,0,,False
315547,1000,1,1,68.0,True
315552,1000,0,0,,False
315580,1000,1,0,,False
31565,1000,1,1,13.0,True
315678,1000,0,0,,False
315750,1000,1,0,,False
315752,1000,1,0,,False
315810,1000,0,0,,False
315834,1000,1,0,,False
316006,1000,1,0,,False
316025,1000,1,1,1.0,True
316043,1000,0,0,,False
316047,1000,0,0,,False
316158,1000,0,0,,False
316172,1000,1,0,,False
316430,1000,1,1,610.0,True
316456,1000,0,0,,False
316496,1000,0,0,,False
31657,1000,0,0,,False
316584,1000,1,1,160.0,True
316616,1000,1,0,,False
316628,1000,1,0,,False
316841,1000,1,0,,False
317001,1000,1,0,,False
317092,1000,1,0,,False
317167,1000,1,1,3.0,True
317171,1000,0,0,,False
317531,1000,0,0,,False
317687,1000,0,0,,False
317964,1000,1,0,,False
31797,1000,0,0,,False
318109,1000,0,0,,False
318113,1000,1,1,3.0,True
31814,1000,1,1,92.0,True
318172,1000,1,0,,False
318296,1000,1,1,7.0,True
318529,1000,1,0,,False
318717,1000,1,1,6.0,True
31902,1000,0,0,,False
319133,1000,1,1,1.0,True
319246,1000,0,0,,False
319296,1000,0,0,,False
319381,1000,1,1,5.0,True
319498,1000,0,0,,False
319526,1000,0,0,,False
319583,1000,1,0,,False
319606,1000,1,1,124.0,True
319630,1000,1,0,,False
31967,1000,1,1,6.0,True
319682,1000,0,0,,False
319696,1000,1,1,3.0,True
319732,1000,0,0,,False
31993,1000,1,1,1.0,True
320147,1000,1,1,259.0,True
320268,1000,1,1,20.0,True
320452,1000,1,1,102.0,True
320538,1000,0,0,,False
320563,1000,0,0,,False
320586,1000,0,0,,False
320704,1000,1,0,,False
320727,1000,1,1,5.0,True
320813,1000,1,1,1.0,True
320885,1000,1,1,115.0,True
3209,1000,0,0,,False
320907,1000,0,0,,False
320943,1000,1,1,367.0,True
321006,1000,0,0,,False
321035,1000,1,0,,False
321251,1000,0,0,,False
321331,1000,1,1,716.0,True
321345,1000,1,1,30.0,True
321569,1000,0,0,,False
321588,1000,1,1,641.0,True
321591,1000,0,0,,False
321619,1000,1,1,6.0,True
321847,1000,1,1,16.0,True
322056,1000,1,1,40.0,True
322095,1000,0,0,,False
322260,1000,0,0,,False
322369,1000,2,2,2.0,True
322416,1000,1,1,1.0,True
322607,1000,1,1,588.0,True
32271,1000,0,0,,False
32275,1000,1,0,,False
322775,1000,0,0,,False
322810,1000,1,1,27.0,True
322897,1000,1,1,1.0,True
322976,1000,0,0,,False
32301,1000,1,0,,False
323183,1000,1,1,602.0,True
323200,1000,2,2,2.0,True
323234,1000,0,0,,False
323275,1000,1,0,,False
323334,1000,1,1,120.0,True
323495,1000,1,1,5.0,True
323533,1000,1,1,30.0,True
323541,1000,1,0,,False
323542,1000,1,1,6.0,True
323570,1000,0,0,,False
323587,1000,1,1,13.0,True
32367,1000,1,1,245.0,True
323973,1000,0,0,,False
324167,1000,1,0,,False
324353,1000,1,1,46.0,True
324515,1000,1,0,,False
324553,1000,0,0,,False
324634,1000,1,0,,False
324696,1000,0,0,,False
324828,1000,1,0,,False
324977,1000,1,0,,False
325133,1000,1,1,8.0,True
325139,1000,0,0,,False
325497,1000,0,0,,False
325512,1000,0,0,,False
325547,1000,1,1,819.0,True
325553,1000,1,1,315.0,True
325575,1000,0,0,,False
325617,1000,1,1,592.0,True
325619,1000,1,1,424.0,True
325632,1000,1,1,39.0,True
325669,1000,0,0,,False
325792,1000,1,0,,False
325848,1000,1,1,2.0,True
325977,1000,0,0,,False
326053,1000,1,0,,False
326096,1000,0,0,,False
326116,1000,2,2,24.0,True
326242,1000,1,1,103.0,True
326569,1000,0,0,,False
326635,1000,1,1,7.0,True
326686,1000,2,2,3.0,True
32669,1000,1,1,16.0,True
326698,1000,1,1,11.0,True
32670,1000,1,0,,False
326817,1000,1,1,7.0,True
327001,1000,0,0,,False
327035,1000,0,0,,False
327106,1000,1,0,,False
327121,1000,1,1,44.0,True
327141,1000,1,0,,False
327157,1000,0,0,,False
327338,1000,1,1,52.0,True
327447,1000,0,0,,False
327527,1000,0,0,,False
327593,1000,0,0,,False
